ID,class,CISP,area_cisp,regiao,hom_doloso,lesao_corp_morte,latrocinio,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,encontro_cadaver,encontro_ossada,roubo_comercio,roubo_residencia,roubo_veiculo,roubo_carga,roubo_transeunte,roubo_em_coletivo,roubo_banco,roubo_cx_eletronico,roubo_celular,roubo_conducao_saque,roubo_bicicleta,outros_roubos,furto_veiculos,furto_bicicleta,outros_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,cump_mandado_prisao,ameaca,pessoas_desaparecidas,hom_por_interv_policial,armas_apreendidas,pol_militares_mortos_serv,pol_civis_mortos_serv,indicador_letalidade
5409,Ano de Eleição,143,21741,3,2,0,0,2,42,3,4,16,2,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,39,0,0,0,5,35,5,39,1,0,9,0,0,2
5410,Ano de Eleição,144,5988,3,0,0,0,1,19,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5,5,1,8,0,0,4,0,0,0
5411,Ano de Eleição,145,455,3,1,0,0,0,22,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,28,0,0,0,1,3,0,21,0,0,9,0,0,1
5412,Ano de Eleição,146,13617,3,5,0,1,4,63,3,8,43,2,0,1,2,1,0,9,2,0,0,0,0,0,1,8,0,31,0,1,0,3,12,3,35,3,0,19,0,0,6
5413,Ano de Eleição,147,11224,3,0,0,0,0,11,0,0,15,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,26,0,0,0,2,2,0,12,0,0,4,0,0,0
5414,Ano de Eleição,151,9334,3,4,0,0,1,74,3,2,55,1,0,3,1,3,0,5,0,0,0,1,0,0,5,23,0,116,0,1,0,20,10,12,115,1,0,6,0,0,4
5415,Ano de Eleição,152,3751,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0
5416,Ano de Eleição,153,7493,3,0,0,0,1,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,1,0,16,0,0,1,0,0,0
5417,Ano de Eleição,154,1941,3,0,0,0,0,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,1,0,15,0,0,5,0,0,0
5418,Ano de Eleição,155,3979,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0
5419,Ano de Eleição,156,8148,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0
5420,Ano de Eleição,157,5898,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
5421,Ano de Eleição,158,3846,3,1,0,0,1,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,2,3,8,0,0,6,0,0,1
5422,Ano de Eleição,159,9538,3,2,0,0,1,25,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,0,1,0,4,1,1,24,1,0,38,0,0,2
5423,Ano de Eleição,165,3564,3,0,0,0,1,19,1,2,7,0,0,2,2,1,0,1,0,0,0,0,0,0,0,6,0,22,0,0,0,4,1,4,12,1,0,11,0,0,0
5424,Ano de Eleição,166,8251,3,6,0,0,6,101,4,1,18,0,0,3,1,1,0,7,6,0,0,0,0,0,4,7,0,111,0,1,0,12,12,4,79,10,1,13,0,0,7
5425,Ano de Eleição,167,9251,3,2,0,0,2,13,0,0,2,2,0,6,1,1,0,1,1,1,0,0,0,0,2,1,0,23,0,0,0,0,3,1,12,0,0,9,0,0,2
5426,Ano de Eleição,168,8373,3,0,0,0,0,6,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,5,0,0,4,0,0,0
5427,Ano de Eleição,1,35,1,0,0,0,1,20,5,0,17,0,0,4,0,2,6,73,12,0,0,19,1,0,17,9,0,300,0,4,0,102,4,18,25,4,0,3,0,0,0
5428,Ano de Eleição,4,38,1,4,0,0,1,24,0,2,33,0,0,1,0,13,3,68,8,0,0,9,0,0,8,2,0,157,0,4,0,8,41,4,17,1,2,14,0,0,6
5429,Ano de Eleição,5,3,1,0,0,0,2,51,0,0,14,1,0,10,1,7,3,96,15,1,0,11,1,0,14,9,0,369,0,1,0,66,7,15,40,5,0,4,0,0,0
5430,Ano de Eleição,6,6,1,8,0,0,3,34,4,0,38,0,0,7,2,25,1,40,8,0,0,3,0,0,9,13,0,59,0,2,0,10,28,12,14,2,0,14,0,0,8
5431,Ano de Eleição,7,52,1,0,0,1,0,4,1,0,3,0,0,1,2,11,0,14,2,0,0,0,0,0,15,7,0,12,1,0,0,2,3,2,4,1,0,5,0,0,1
5432,Ano de Eleição,9,69,1,4,0,0,4,27,0,2,12,3,0,4,4,27,1,92,41,0,0,31,0,0,22,39,0,200,0,1,0,15,6,21,36,2,1,13,0,0,5
5433,Ano de Eleição,10,82,1,0,0,0,0,34,1,1,24,3,0,5,0,14,2,60,26,0,0,13,0,0,22,27,0,209,0,1,0,54,6,4,22,0,0,7,0,0,0
5434,Ano de Eleição,12,32,1,0,0,0,0,33,2,0,5,0,0,4,3,1,0,60,5,0,0,5,1,0,48,14,0,246,0,2,0,32,11,5,27,2,1,2,0,0,1
5435,Ano de Eleição,13,19,1,2,0,0,4,19,1,0,2,1,0,10,2,2,0,42,8,0,0,3,0,0,17,5,0,97,0,1,0,19,10,1,20,6,2,3,0,0,4
5436,Ano de Eleição,14,52,1,0,0,0,1,25,1,2,20,0,0,5,2,6,0,54,8,0,0,9,0,0,27,10,0,248,0,1,0,30,3,9,19,2,0,3,0,0,0
5437,Ano de Eleição,15,199,1,1,0,0,3,18,1,1,24,3,0,4,2,7,2,9,11,0,0,8,0,0,15,8,0,103,0,2,0,10,6,2,19,3,1,8,0,0,2
5438,Ano de Eleição,16,1754,1,1,0,0,2,119,9,5,90,0,0,7,0,41,2,80,20,0,0,26,0,0,12,91,0,470,0,2,0,106,13,6,97,2,0,8,0,0,1
5439,Ano de Eleição,17,111,1,6,0,0,4,38,0,6,52,0,0,7,0,38,9,57,21,0,0,11,0,0,21,12,0,110,0,1,0,12,66,7,17,3,2,16,0,0,8
5440,Ano de Eleição,18,35,1,0,0,1,0,40,2,3,15,0,0,9,0,44,2,64,4,0,0,19,2,0,17,26,0,156,0,0,2,12,5,3,24,2,0,3,0,0,1
5441,Ano de Eleição,19,404,1,0,0,0,6,29,0,2,17,0,0,7,1,57,13,74,5,1,0,11,3,0,20,22,0,205,0,5,0,39,3,6,28,2,0,8,0,0,0
5442,Ano de Eleição,20,112,1,1,0,0,8,31,3,0,12,0,1,2,4,65,5,58,4,0,0,13,0,0,14,23,0,103,0,1,0,26,3,6,22,1,4,19,0,0,5
5443,Ano de Eleição,21,148,1,11,0,0,3,59,5,4,77,1,0,3,2,124,14,87,40,1,0,15,0,0,19,36,0,135,0,0,0,31,37,11,44,8,2,20,1,0,13
5444,Ano de Eleição,22,162,1,0,0,0,2,57,1,2,61,0,0,7,1,95,11,111,16,0,0,19,0,0,18,39,0,144,0,0,0,20,6,5,39,4,1,24,0,0,1
5445,Ano de Eleição,23,47,1,0,0,0,2,22,1,1,17,0,0,9,0,44,16,110,11,0,0,30,1,0,10,31,0,146,0,1,0,31,3,13,26,4,2,40,0,0,2
5446,Ano de Eleição,24,74,1,4,0,0,5,31,3,0,20,0,0,2,0,47,6,61,4,0,0,10,1,0,9,12,0,43,0,2,0,12,1,1,21,3,0,10,0,0,4
5447,Ano de Eleição,25,82,1,11,0,0,16,31,0,0,28,1,0,1,0,41,9,44,10,0,0,4,1,0,10,11,0,70,0,0,0,22,19,3,17,7,1,11,0,0,12
5448,Ano de Eleição,26,10,1,0,0,0,6,40,1,0,14,0,0,2,1,61,7,70,5,0,0,13,1,0,19,29,0,58,0,0,0,7,11,9,25,2,2,8,0,0,2
5449,Ano de Eleição,27,141,1,4,0,0,2,68,2,1,56,1,0,5,4,120,8,114,14,0,0,13,0,0,35,58,0,106,0,2,0,27,7,8,69,6,1,14,0,0,5
5450,Ano de Eleição,28,189,1,4,0,0,3,60,1,0,28,0,0,7,1,71,1,62,17,0,0,5,0,0,8,17,0,60,0,0,0,8,5,13,49,3,1,9,0,0,5
5451,Ano de Eleição,29,88,1,5,0,0,5,49,0,0,26,0,0,10,0,42,3,95,27,0,0,23,0,0,21,20,0,143,0,3,0,37,15,3,76,2,1,16,0,0,6
5452,Ano de Eleição,30,9,1,2,0,1,3,59,3,0,38,0,0,5,0,43,2,53,13,0,0,7,0,0,10,16,0,47,0,1,0,6,4,5,51,4,2,12,0,0,5
5453,Ano de Eleição,31,142,1,8,0,0,0,20,0,0,12,0,0,6,0,61,3,47,3,0,0,1,0,0,7,17,0,14,0,0,0,3,2,0,23,3,0,12,0,0,8
5454,Ano de Eleição,32,983,1,5,0,1,3,97,1,2,51,1,0,6,2,25,2,47,13,0,0,12,0,0,14,32,0,161,0,1,0,25,11,10,92,8,3,13,0,0,9
5455,Ano de Eleição,33,546,1,11,0,0,5,72,2,1,71,2,0,7,2,52,4,43,10,0,0,16,0,0,8,31,0,72,0,0,0,11,10,4,65,1,0,17,0,0,11
5456,Ano de Eleição,34,678,1,15,0,0,6,110,2,1,54,0,0,3,0,131,14,110,33,0,0,28,0,0,13,44,0,117,0,1,0,24,28,23,93,5,7,32,0,1,22
5457,Ano de Eleição,35,1535,1,15,1,0,3,201,8,5,98,4,0,6,3,63,1,110,30,0,0,25,0,0,12,94,0,245,0,0,0,39,8,16,234,7,2,24,0,0,18
5458,Ano de Eleição,36,1525,1,22,0,0,7,181,12,6,59,1,0,7,4,14,6,46,11,0,0,5,0,0,6,23,0,83,0,1,0,20,17,26,104,10,0,14,0,0,22
5459,Ano de Eleição,37,414,1,8,0,0,1,53,3,1,21,2,0,9,10,68,5,56,14,0,0,8,0,0,14,46,0,135,0,4,0,23,11,8,37,6,7,15,1,0,15
5460,Ano de Eleição,38,158,1,6,0,0,15,73,1,2,53,1,0,9,1,130,27,70,19,0,0,8,1,0,38,41,0,103,0,0,0,13,8,5,71,6,3,30,0,0,9
5461,Ano de Eleição,39,15,1,7,0,1,0,66,2,3,57,1,0,4,2,86,34,82,22,0,0,7,0,0,38,12,0,102,0,2,0,10,19,5,63,5,4,63,1,0,12
5462,Ano de Eleição,40,77,1,5,0,0,2,39,1,1,18,0,0,10,0,50,14,55,13,0,0,10,0,0,9,16,0,45,0,0,1,8,10,0,35,3,0,5,0,0,5
5463,Ano de Eleição,41,188,1,1,0,0,0,64,4,3,21,0,0,5,0,52,1,55,10,0,0,14,1,0,9,35,0,84,0,1,0,28,4,5,75,2,0,3,0,0,1
5464,Ano de Eleição,43,1552,1,6,0,0,0,33,2,1,19,0,0,0,0,8,2,7,5,0,0,0,0,0,1,3,0,35,0,0,0,1,3,4,30,0,1,10,0,0,7
5465,Ano de Eleição,44,97,1,1,1,1,1,36,2,1,31,4,0,4,1,61,14,73,8,0,0,9,0,0,12,7,0,56,0,3,0,15,7,1,36,2,5,16,0,0,8
5466,Ano de Eleição,48,2838,2,2,0,0,3,31,1,1,12,0,1,0,0,4,3,3,0,0,0,0,0,0,2,4,0,66,0,0,0,6,7,2,39,0,0,9,0,0,2
5467,Ano de Eleição,50,2743,2,2,0,0,2,32,2,3,34,0,1,5,4,2,0,21,5,1,0,2,0,0,2,34,0,71,0,0,0,10,6,2,31,1,0,4,0,0,2
5468,Ano de Eleição,51,1797,2,0,0,1,0,24,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,17,0,0,0,1,3,4,17,0,0,4,0,0,1
5469,Ano de Eleição,52,407,2,6,0,0,0,78,7,0,38,1,0,4,5,63,4,89,10,0,0,12,0,0,23,77,0,117,0,1,0,29,1,21,87,1,0,5,0,0,6
5470,Ano de Eleição,53,339,2,3,0,0,1,86,3,3,11,0,0,1,1,22,1,27,9,0,0,16,0,0,5,13,0,72,0,1,0,12,12,1,77,9,0,9,0,0,3
5471,Ano de Eleição,54,778,2,20,0,0,7,129,19,3,36,3,0,3,1,28,5,51,10,0,0,14,0,0,10,19,0,67,0,2,0,22,9,15,93,19,3,14,0,0,23
5472,Ano de Eleição,55,757,2,4,0,0,6,89,5,2,10,0,0,1,0,9,2,10,5,0,0,1,0,0,11,5,0,66,0,1,0,8,13,5,74,4,0,2,0,0,4
5473,Ano de Eleição,56,1172,2,10,0,0,5,63,2,3,33,0,0,4,1,31,2,14,11,0,0,0,0,0,4,9,0,28,0,0,0,4,14,6,42,9,3,12,0,0,13
5474,Ano de Eleição,57,186,2,6,0,0,2,40,6,0,16,0,0,2,2,37,0,54,10,0,0,6,0,0,6,28,0,79,0,1,0,17,10,14,28,4,4,7,0,0,10
5475,Ano de Eleição,58,3493,2,23,0,0,3,94,8,5,33,1,0,1,0,29,1,45,6,0,0,2,0,0,3,25,0,55,0,0,0,9,12,8,91,7,0,22,0,0,23
5476,Ano de Eleição,59,408,2,15,0,0,2,161,3,7,82,3,0,6,4,128,24,214,42,0,0,52,0,0,46,79,0,243,0,0,0,40,24,26,142,9,5,15,0,0,20
5477,Ano de Eleição,60,1003,2,10,0,1,4,69,1,5,43,4,0,3,3,45,1,30,22,0,0,3,0,0,12,29,0,63,0,0,0,3,7,10,51,11,1,13,0,0,12
5478,Ano de Eleição,61,2564,2,1,0,0,0,10,0,0,5,0,0,0,1,5,0,5,5,0,0,0,0,0,1,2,0,16,0,1,0,1,0,3,6,0,0,1,0,0,1
5479,Ano de Eleição,62,701,2,13,0,0,2,36,1,2,9,2,0,2,2,18,3,10,22,0,0,0,0,0,3,11,0,10,0,0,0,2,9,0,32,10,5,20,0,0,18
5480,Ano de Eleição,63,819,2,4,0,0,3,38,2,0,3,0,0,0,0,2,0,1,2,0,0,0,0,0,2,1,0,9,0,0,0,2,6,2,28,2,0,16,0,0,4
5481,Ano de Eleição,64,352,2,15,0,1,3,173,5,9,63,0,0,7,4,69,6,78,19,1,0,16,0,0,27,39,0,109,0,0,0,20,3,14,127,15,0,16,0,0,16
5482,Ano de Eleição,65,5798,2,7,0,0,4,60,2,0,31,0,0,1,1,7,1,4,2,0,0,0,0,0,3,12,0,44,0,1,0,5,5,9,34,4,0,17,0,0,7
5483,Ano de Eleição,66,1694,2,8,0,1,2,72,1,3,31,4,0,0,0,6,0,7,6,0,0,3,0,0,3,11,0,24,0,0,0,0,5,6,35,5,3,8,0,0,12
5484,Ano de Eleição,71,5759,3,18,0,1,7,79,4,5,70,2,0,5,4,20,3,19,24,0,0,2,0,0,5,42,0,50,0,1,0,6,9,5,55,6,2,14,0,0,21
5485,Ano de Eleição,72,673,4,6,0,0,2,96,5,3,33,1,0,14,0,29,2,71,20,0,0,7,1,0,13,46,0,115,0,1,0,23,9,5,112,4,1,14,0,0,7
5486,Ano de Eleição,73,171,4,7,0,1,6,53,3,3,25,1,0,7,1,18,1,57,15,0,0,9,0,0,8,19,0,61,0,0,0,6,8,27,60,4,1,8,0,0,9
5487,Ano de Eleição,74,565,4,8,0,0,2,120,4,5,48,0,0,6,4,36,3,116,49,0,0,20,0,0,10,34,0,135,0,3,0,30,9,14,113,6,0,20,0,0,8
5488,Ano de Eleição,75,1069,4,7,0,0,2,35,2,0,23,0,0,3,0,17,2,15,9,0,0,2,0,0,8,6,0,48,0,0,1,6,2,4,32,1,0,4,0,0,7
5489,Ano de Eleição,76,94,4,3,0,0,2,56,1,6,68,1,1,2,1,9,3,78,21,0,0,14,0,0,19,42,0,228,0,2,1,33,8,8,51,0,0,8,0,0,3
5490,Ano de Eleição,77,75,4,0,0,0,0,33,0,0,22,0,0,5,0,19,0,50,14,1,0,11,1,0,4,92,0,107,0,1,2,23,5,7,34,2,0,11,0,0,0
5491,Ano de Eleição,78,189,4,2,0,1,1,52,0,3,20,0,0,4,2,21,1,20,10,0,0,8,0,0,5,33,0,50,0,1,0,5,13,12,52,1,0,11,0,0,3
5492,Ano de Eleição,79,33,4,6,0,0,0,40,1,2,18,0,0,0,1,5,0,11,5,0,0,0,1,0,5,8,0,47,0,0,0,4,7,1,30,1,0,3,0,0,6
5493,Ano de Eleição,81,646,4,4,0,0,0,43,2,0,18,0,0,4,10,20,0,4,4,0,0,4,1,0,4,18,0,91,0,1,0,9,4,7,22,1,1,3,0,0,5
5494,Ano de Eleição,82,3626,4,1,2,0,1,42,0,5,34,0,0,2,4,12,0,6,2,0,0,2,0,0,1,8,0,73,0,0,0,5,1,6,25,1,0,6,0,0,3
5495,Ano de Eleição,88,579,3,1,0,0,0,67,2,2,27,0,0,1,1,0,0,2,0,0,0,0,0,0,2,4,0,41,0,0,0,3,2,7,39,1,0,3,0,0,1
5496,Ano de Eleição,89,10952,3,4,0,0,1,62,2,0,19,0,0,4,1,7,0,12,0,0,0,0,0,0,1,11,0,97,0,0,0,5,6,5,78,6,0,5,0,0,4
5497,Ano de Eleição,90,5472,3,3,0,0,3,46,6,4,29,0,0,12,0,1,2,10,0,0,0,0,0,0,0,13,0,53,0,0,0,6,14,11,29,3,0,11,0,0,3
5498,Ano de Eleição,91,13048,3,0,0,0,0,38,2,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,47,0,0,0,5,10,5,17,0,0,9,0,0,0
5499,Ano de Eleição,92,4783,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0
5500,Ano de Eleição,93,1825,3,5,0,0,3,113,8,4,57,3,0,8,2,9,2,12,1,0,0,5,0,0,6,21,0,127,0,1,0,21,22,20,111,9,0,15,0,0,5
5501,Ano de Eleição,94,5054,3,0,0,0,0,10,0,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,3,8,0,0,2,0,0,0
5502,Ano de Eleição,95,5381,3,3,0,0,0,38,0,3,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,17,0,0,0,5,4,0,26,0,0,2,0,0,3
5503,Ano de Eleição,96,608,3,0,0,0,0,11,4,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,1,2,2,13,0,0,9,0,0,0
5504,Ano de Eleição,97,97,3,0,0,0,0,12,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,1,3,0,9,0,0,0,0,0,0
5505,Ano de Eleição,98,1329,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,4,0,6,0,0,2,0,0,0
5506,Ano de Eleição,99,2451,3,0,0,0,4,25,0,0,4,0,0,0,0,0,0,5,1,0,0,1,0,0,0,1,0,21,0,0,0,3,3,5,18,2,0,5,0,0,0
5507,Ano de Eleição,100,3368,3,0,0,0,1,13,1,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,13,0,0,0,0,9,6,5,0,0,5,0,0,0
5508,Ano de Eleição,101,765,3,0,0,0,1,14,1,0,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,2,5,8,4,0,0,2,0,0,0
5509,Ano de Eleição,104,2204,3,0,0,0,0,6,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,1,4,0,0,0,0,0,0
5510,Ano de Eleição,105,3147,3,5,0,0,2,62,2,0,41,0,0,0,1,1,0,12,0,0,0,0,0,0,1,12,0,88,0,3,0,25,11,8,35,3,0,16,0,0,5
5511,Ano de Eleição,106,4811,3,0,0,0,1,31,0,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,15,0,0,0,0,1,2,11,1,0,3,0,0,0
5512,Ano de Eleição,107,5805,3,0,0,0,0,17,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,19,0,0,0,3,5,2,10,1,0,1,0,0,0
5513,Ano de Eleição,108,5439,3,2,0,0,2,47,0,7,15,0,0,0,1,1,1,7,0,0,0,0,0,0,0,3,0,24,0,1,0,3,11,12,64,0,0,0,0,0,2
5514,Ano de Eleição,109,5417,3,0,0,0,0,4,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,5,2,3,0,0,0,0,0,0,0
5515,Ano de Eleição,110,7706,3,0,0,0,1,56,1,2,39,2,0,1,2,2,0,9,0,0,0,0,0,0,4,4,0,106,0,0,0,13,15,42,72,3,0,11,0,0,0
5516,Ano de Eleição,111,3955,3,0,0,0,0,13,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,2,6,0,0,0,0,0,0
5517,Ano de Eleição,112,3219,3,1,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,2,5,0,0,1,0,0,1
5518,Ano de Eleição,118,638,3,5,0,0,0,52,3,5,29,1,0,4,4,3,0,5,0,0,0,0,0,0,10,7,0,79,0,0,0,19,3,12,40,1,0,3,0,0,5
5519,Ano de Eleição,119,4565,3,0,0,0,2,15,0,2,18,0,0,1,0,1,0,5,2,0,0,1,0,0,2,1,0,25,0,0,0,7,5,5,16,0,0,2,0,0,0
5520,Ano de Eleição,120,9375,3,0,0,0,0,7,0,3,9,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,2,5,11,0,0,1,0,0,0
5521,Ano de Eleição,121,4608,3,0,0,0,1,18,2,1,5,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,0,25,0,0,0,4,2,2,9,1,0,3,0,0,0
5522,Ano de Eleição,122,3473,3,0,0,0,0,14,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,1,1,1,6,1,0,2,0,0,0
5523,Ano de Eleição,123,22378,3,7,0,0,9,58,7,4,49,1,0,4,2,10,2,27,5,0,0,3,2,0,19,51,0,203,0,0,0,4,15,4,39,2,0,11,0,0,7
5524,Ano de Eleição,124,3536,3,3,0,0,0,42,3,4,28,1,0,1,2,4,0,1,0,0,0,1,0,0,0,5,0,50,0,0,0,5,5,6,32,0,0,4,0,0,3
5525,Ano de Eleição,125,3328,3,5,0,1,0,22,1,4,18,0,0,0,0,5,0,4,0,0,0,1,0,0,2,6,0,35,0,0,0,5,9,4,26,3,0,4,0,0,6
5526,Ano de Eleição,126,5707,3,9,0,0,2,80,6,1,45,0,0,3,5,6,1,31,1,0,0,1,0,0,17,24,0,142,0,0,0,30,18,8,83,4,0,8,0,0,9
5527,Ano de Eleição,127,703,3,2,0,0,0,15,2,2,7,1,0,1,2,3,0,5,1,0,0,0,0,0,3,4,0,81,0,0,0,8,8,3,24,2,0,2,0,0,2
5528,Ano de Eleição,128,229,3,0,0,0,0,36,2,2,23,1,0,1,1,0,3,13,0,0,0,1,1,0,2,18,0,103,0,0,0,3,3,6,32,3,0,7,0,0,0
5529,Ano de Eleição,129,519,3,0,0,0,0,4,0,0,8,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,1,6,0,0,0,0,0,0
5530,Ano de Eleição,134,2665,3,7,0,0,7,109,8,2,74,2,0,5,1,1,1,48,1,0,0,6,0,0,2,30,0,148,0,6,0,15,17,9,98,2,0,25,0,0,7
5531,Ano de Eleição,135,4313,3,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,1,1,1,11,1,0,1,0,0,0
5532,Ano de Eleição,136,698,3,0,0,0,0,17,0,0,16,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,26,0,0,0,4,4,3,15,1,0,3,0,0,0
5533,Ano de Eleição,137,3045,3,0,0,0,1,14,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,7,3,5,15,1,0,1,0,0,0
5534,Ano de Eleição,138,250,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0
5535,Ano de Eleição,139,302,3,0,0,0,0,10,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,2,0,7,0,0,6,0,0,0
5536,Ano de Eleição,140,5768,3,0,0,0,0,11,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,5,0,0,0
5537,Ano de Eleição,141,10316,3,0,0,0,0,5,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,3,1,3,2,0,10,0,0,0
5538,Ano de Eleição,142,5617,3,1,0,0,1,14,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,2,0,6,0,0,2,0,0,1
5539,Ano de Eleição,143,21741,3,2,0,0,11,37,0,7,16,0,0,3,0,0,0,2,1,0,0,0,0,0,0,7,0,36,0,0,0,3,39,13,17,1,0,18,0,0,2
5540,Ano de Eleição,144,5988,3,0,0,0,2,5,0,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,3,2,2,4,0,0,1,0,0,0
5541,Ano de Eleição,145,455,3,0,0,0,0,20,2,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,31,0,0,0,2,2,2,18,1,0,3,0,0,0
5542,Ano de Eleição,146,13617,3,10,0,0,2,72,1,5,56,0,0,8,3,1,2,2,1,0,0,0,0,0,0,12,0,24,0,0,0,0,20,1,38,1,0,19,0,0,10
5543,Ano de Eleição,147,11224,3,2,0,1,0,18,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,25,0,0,0,0,0,1,24,1,0,4,0,0,3
5544,Ano de Eleição,151,9334,3,2,0,0,5,79,2,3,47,1,0,4,2,2,2,6,0,0,0,1,0,0,7,23,0,121,0,0,0,24,10,19,112,3,0,13,0,0,2
5545,Ano de Eleição,152,3751,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0
5546,Ano de Eleição,153,7493,3,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,2,4,0,11,0,0,1,0,0,0
5547,Ano de Eleição,154,1941,3,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,0,0,0,1,1,0,8,0,0,4,0,0,0
5548,Ano de Eleição,155,3979,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,1,0,0,0
5549,Ano de Eleição,156,8148,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0
5550,Ano de Eleição,157,5898,3,0,0,0,0,8,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,0,0,0
5551,Ano de Eleição,158,3846,3,0,0,0,0,8,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0,0,0,1,1,5,0,0,7,0,0,0
5552,Ano de Eleição,159,9538,3,2,0,0,1,27,0,1,21,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,41,0,0,0,3,5,2,18,1,0,26,0,0,2
