ID,class,CISP,area_cisp,regiao,hom_doloso,lesao_corp_morte,latrocinio,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,encontro_cadaver,encontro_ossada,roubo_comercio,roubo_residencia,roubo_veiculo,roubo_carga,roubo_transeunte,roubo_em_coletivo,roubo_banco,roubo_cx_eletronico,roubo_celular,roubo_conducao_saque,roubo_bicicleta,outros_roubos,furto_veiculos,furto_bicicleta,outros_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,cump_mandado_prisao,ameaca,pessoas_desaparecidas,hom_por_interv_policial,armas_apreendidas,pol_militares_mortos_serv,pol_civis_mortos_serv,indicador_letalidade
8526,Ano Comum,139,302,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,4,12,0,0,3,0,0,0
8527,Ano Comum,140,5768,3,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,3,0,13,0,0,1,0,0,0
8528,Ano Comum,141,10316,3,0,0,0,2,11,3,0,11,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,25,0,1,0,2,2,0,11,0,0,3,0,0,0
8529,Ano Comum,142,5617,3,0,0,0,0,6,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,10,0,0,2,0,0,0
8530,Ano Comum,143,21741,3,2,0,0,4,22,4,0,21,0,0,4,0,1,0,3,0,0,0,0,0,0,1,7,0,55,0,0,0,1,22,7,18,0,0,15,0,0,2
8531,Ano Comum,144,5988,3,0,0,0,1,8,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,2,5,2,7,0,0,2,0,0,0
8532,Ano Comum,145,455,3,1,0,0,1,13,1,4,7,0,0,0,0,3,0,1,0,0,0,0,0,0,1,2,0,23,0,0,0,0,5,1,13,0,0,3,0,0,1
8533,Ano Comum,146,13617,3,7,0,0,4,48,6,6,30,1,0,7,3,4,1,21,2,0,0,0,0,0,4,2,0,49,0,0,0,2,22,7,42,3,1,20,0,0,8
8534,Ano Comum,147,11224,3,2,0,0,2,16,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,21,0,0,0,1,2,4,17,1,0,1,0,0,2
8535,Ano Comum,151,9334,3,4,0,0,1,73,5,1,36,0,0,0,0,1,0,9,1,0,0,0,0,0,0,8,0,77,0,0,0,20,13,9,80,5,0,11,0,0,4
8536,Ano Comum,152,3751,3,0,0,0,0,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,3,3,0,0,0,0,0,0
8537,Ano Comum,153,7493,3,0,0,0,0,12,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,3,9,0,0,1,0,0,0
8538,Ano Comum,154,1941,3,0,0,0,0,12,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,19,0,0,0,0,2,2,6,0,0,1,0,0,0
8539,Ano Comum,155,3979,3,0,0,0,0,3,1,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,7,0,0,0,0,0,0
8540,Ano Comum,156,8148,3,2,0,0,0,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,2,2,0,3,0,0,5,0,0,2
8541,Ano Comum,157,5898,3,0,0,0,0,6,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,4,0,0,3,0,0,0
8542,Ano Comum,158,3846,3,0,0,0,0,11,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,1,0,8,0,0,5,0,0,0
8543,Ano Comum,159,9538,3,0,0,0,1,45,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0,1,39,4,24,0,0,9,0,0,0
8544,Ano Comum,165,3564,3,1,0,0,2,23,1,2,5,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,3,3,1,14,1,0,5,0,0,1
8545,Ano Comum,166,8251,3,3,0,0,10,86,5,2,32,0,0,6,1,1,0,7,0,0,0,0,0,0,7,1,0,99,0,0,0,18,10,7,48,5,1,6,0,0,4
8546,Ano Comum,167,9251,3,3,0,0,2,11,0,0,6,0,0,3,1,0,0,1,0,0,0,0,0,0,3,1,0,15,0,0,0,3,4,3,11,1,1,6,0,0,4
8547,Ano Comum,168,8373,3,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,2,0,4,0,0,1,0,0,0
8548,Ano Comum,1,35,1,1,0,0,1,28,1,0,20,0,0,4,0,5,5,99,5,1,0,27,0,0,18,12,0,325,0,3,0,117,1,21,36,2,0,3,0,0,1
8549,Ano Comum,4,38,1,2,0,3,2,23,3,1,42,1,0,6,0,4,0,89,16,0,0,18,1,0,17,5,0,273,0,1,0,9,31,24,29,4,2,10,0,0,7
8550,Ano Comum,5,3,1,0,0,0,1,50,0,1,17,3,0,7,2,3,2,149,7,0,0,15,1,0,25,13,0,430,0,1,0,61,7,23,37,7,0,2,0,0,0
8551,Ano Comum,6,6,1,3,0,0,5,28,4,3,25,0,0,3,0,22,1,52,6,0,0,4,0,0,18,9,0,95,0,0,0,14,18,18,35,3,2,7,0,0,5
8552,Ano Comum,7,52,1,0,0,0,0,24,2,0,4,1,0,0,0,8,1,26,0,0,0,0,0,0,19,8,0,42,0,1,0,8,3,1,11,1,0,1,0,0,0
8553,Ano Comum,9,69,1,1,0,0,0,27,0,3,18,0,0,3,0,25,5,95,6,0,0,15,0,0,32,52,0,240,0,1,0,17,3,7,19,0,0,5,0,0,1
8554,Ano Comum,10,82,1,0,0,0,0,41,0,0,12,0,0,1,0,31,2,81,3,0,0,11,0,0,32,53,0,255,0,4,0,33,4,3,26,0,0,4,0,0,0
8555,Ano Comum,12,32,1,0,0,0,0,35,1,0,18,0,0,2,2,3,2,57,6,0,0,5,0,0,31,7,0,215,0,0,0,27,6,6,21,1,2,4,0,0,2
8556,Ano Comum,13,19,1,0,0,0,0,24,0,0,5,1,0,1,0,3,1,61,1,0,0,7,0,0,15,5,0,176,0,1,0,27,5,4,29,0,1,4,0,0,1
8557,Ano Comum,14,52,1,1,0,0,5,26,0,1,21,1,0,1,1,13,0,86,7,0,0,14,1,0,24,7,0,260,0,7,0,28,9,16,26,0,0,4,0,0,1
8558,Ano Comum,15,199,1,7,0,0,9,15,1,1,53,0,0,2,2,12,0,38,2,0,0,5,0,0,29,5,0,118,0,1,0,10,14,3,16,2,1,5,2,0,8
8559,Ano Comum,16,1754,1,1,0,0,3,73,3,2,73,1,0,2,2,40,5,100,18,1,0,13,1,0,43,43,0,607,0,6,1,113,9,9,65,3,0,4,0,0,1
8560,Ano Comum,17,111,1,1,1,1,8,44,4,1,33,1,0,3,0,28,1,106,18,0,0,7,0,0,31,11,0,145,0,1,0,10,22,13,18,1,0,11,0,0,3
8561,Ano Comum,18,35,1,0,0,0,5,24,1,1,22,0,0,2,0,25,3,98,10,0,0,9,0,0,28,29,0,239,0,1,0,19,4,5,15,1,0,1,0,0,0
8562,Ano Comum,19,404,1,2,0,0,11,28,2,2,17,0,0,6,0,41,8,103,4,0,0,11,0,0,22,19,0,219,0,2,0,58,2,4,30,1,0,2,0,0,2
8563,Ano Comum,20,112,1,2,0,1,1,36,1,0,13,0,0,4,1,57,1,135,7,0,0,2,0,0,45,25,0,178,1,1,1,21,3,20,44,3,0,3,0,0,3
8564,Ano Comum,21,148,1,6,0,1,5,63,2,2,174,1,0,11,3,100,14,128,38,0,0,12,1,0,52,16,0,225,0,1,0,29,21,13,46,12,2,5,0,0,9
8565,Ano Comum,22,162,1,6,0,1,2,31,3,0,29,0,0,14,0,49,7,139,17,0,0,23,0,0,29,26,0,170,0,3,0,18,3,7,22,4,1,16,0,0,8
8566,Ano Comum,23,47,1,1,0,0,0,29,1,2,21,0,0,11,0,52,5,197,5,0,0,32,1,0,44,12,0,202,0,1,0,50,1,18,27,0,0,10,0,0,1
8567,Ano Comum,24,74,1,3,0,0,1,34,2,2,17,0,1,4,1,18,6,77,6,0,0,4,0,0,14,14,0,77,0,0,0,13,0,39,26,1,0,1,0,0,3
8568,Ano Comum,25,82,1,3,0,0,3,35,1,1,17,1,0,8,3,59,3,140,13,0,0,5,0,0,55,12,0,75,0,0,0,16,12,3,22,6,0,4,0,0,3
8569,Ano Comum,26,10,1,1,0,0,0,23,2,2,44,0,0,2,0,45,2,94,6,0,0,6,0,0,26,24,0,84,0,2,1,8,3,11,19,3,0,1,0,0,1
8570,Ano Comum,27,141,1,11,0,1,1,67,1,0,41,0,0,8,0,72,2,141,13,0,0,9,1,0,32,39,0,142,0,0,0,24,3,3,46,4,0,1,0,0,12
8571,Ano Comum,28,189,1,2,0,1,3,49,3,2,54,0,0,5,1,24,0,70,10,0,0,12,0,0,18,23,0,115,0,2,0,25,0,6,37,6,0,1,0,0,3
8572,Ano Comum,29,88,1,13,0,0,2,30,2,0,36,0,0,8,0,36,6,142,32,0,0,14,0,0,17,22,0,192,0,1,0,45,1,6,30,3,1,7,0,0,14
8573,Ano Comum,30,9,1,2,0,0,3,53,1,0,38,0,0,3,0,42,2,69,8,0,0,19,0,0,17,31,0,81,0,3,0,10,3,3,44,1,4,8,0,0,6
8574,Ano Comum,31,142,1,2,0,0,0,37,0,0,9,0,0,4,1,15,0,21,1,0,0,2,0,0,6,7,0,24,0,0,0,3,0,0,28,0,0,0,0,0,2
8575,Ano Comum,32,983,1,7,1,0,2,107,7,3,60,0,0,23,1,52,2,91,21,0,0,12,0,0,34,24,0,198,0,2,0,49,2,7,100,5,0,2,0,0,8
8576,Ano Comum,33,546,1,6,0,0,6,84,5,3,61,0,0,9,0,70,6,122,11,1,0,14,1,0,25,43,0,145,0,2,0,28,4,10,64,5,11,11,0,0,17
8577,Ano Comum,34,678,1,11,0,3,4,128,4,6,122,0,0,10,0,99,8,223,17,0,0,19,0,0,24,54,0,183,0,1,0,52,23,61,139,11,0,5,0,0,14
8578,Ano Comum,35,1535,1,3,0,0,5,283,7,3,111,1,0,10,0,40,2,151,20,1,0,34,0,0,21,92,0,306,0,9,0,57,2,32,241,10,0,23,0,0,3
8579,Ano Comum,36,1525,1,10,0,0,7,155,8,8,64,2,0,3,0,17,3,48,23,0,0,7,0,0,10,27,0,160,0,3,0,10,9,9,131,15,2,12,0,0,12
8580,Ano Comum,37,414,1,3,0,0,3,47,2,2,46,2,0,1,1,17,0,57,13,0,0,13,0,0,20,23,0,213,0,3,0,33,9,10,57,1,0,13,0,0,3
8581,Ano Comum,38,158,1,6,0,0,1,69,4,2,40,0,0,6,2,58,9,76,15,0,0,16,0,0,24,23,0,116,0,0,0,10,7,7,55,3,0,9,0,0,6
8582,Ano Comum,39,15,1,20,0,0,7,68,5,3,41,3,0,5,1,71,17,129,15,0,0,11,0,0,16,5,0,113,0,3,0,15,12,12,68,9,7,11,0,0,27
8583,Ano Comum,40,77,1,6,0,0,3,54,2,1,15,0,0,2,0,32,2,86,14,0,0,4,0,0,13,6,0,80,0,0,0,12,2,10,47,5,0,1,0,0,6
8584,Ano Comum,41,188,1,0,0,0,2,57,3,0,35,0,0,13,1,66,4,77,7,0,1,15,0,0,30,38,0,157,0,1,0,27,1,3,57,6,0,4,0,0,0
8585,Ano Comum,43,1552,1,1,0,0,0,39,6,0,6,0,0,1,0,2,0,6,6,0,0,2,0,0,3,4,0,54,0,1,0,6,0,3,59,3,0,0,0,0,1
8586,Ano Comum,44,97,1,3,0,1,7,25,2,0,30,0,0,10,1,82,18,65,18,0,0,14,0,0,62,12,0,106,0,1,0,21,0,3,17,6,1,15,0,0,5
8587,Ano Comum,48,2838,2,0,0,0,1,30,2,1,16,0,0,1,1,3,2,8,0,0,0,2,0,0,3,3,0,43,0,0,0,7,4,4,32,4,0,3,0,0,0
8588,Ano Comum,50,2743,2,7,0,0,0,52,0,7,40,1,0,2,3,8,0,19,3,0,0,6,0,0,6,20,0,89,0,1,0,11,10,9,46,3,0,4,0,0,7
8589,Ano Comum,51,1797,2,0,0,0,0,32,0,0,12,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,19,0,1,0,6,3,0,24,4,0,1,0,0,0
8590,Ano Comum,52,407,2,5,0,0,0,65,10,2,35,0,0,2,1,28,7,110,14,0,0,35,0,0,22,39,0,158,0,1,0,33,5,49,97,5,0,4,0,0,5
8591,Ano Comum,53,339,2,4,0,0,1,71,4,1,36,0,0,1,0,16,0,60,8,0,0,9,0,0,13,14,0,71,0,2,0,26,1,13,54,2,0,5,0,0,4
8592,Ano Comum,54,778,2,19,0,0,11,123,3,2,34,2,0,3,2,35,0,115,6,0,0,9,0,0,16,13,0,119,0,4,0,36,9,34,91,52,5,18,0,0,24
8593,Ano Comum,55,757,2,9,0,0,4,72,1,3,25,0,0,3,0,2,0,16,1,0,0,2,0,0,12,3,0,102,0,0,0,12,4,9,57,8,0,3,0,0,9
8594,Ano Comum,56,1172,2,7,0,0,1,59,5,4,34,0,0,2,0,29,1,38,6,0,0,5,0,0,12,9,0,57,0,1,0,10,4,5,38,3,3,12,0,0,10
8595,Ano Comum,57,186,2,5,0,0,4,51,3,1,18,0,0,1,1,25,1,98,7,0,0,11,0,0,9,9,0,113,0,1,0,23,3,14,57,4,0,6,0,0,5
8596,Ano Comum,58,3493,2,20,0,6,11,127,9,2,31,0,0,2,2,35,0,67,6,1,0,11,0,0,16,19,0,103,0,2,0,13,2,4,114,12,0,4,0,0,26
8597,Ano Comum,59,408,2,15,0,0,3,215,20,12,85,1,0,5,1,109,15,275,27,0,0,22,0,0,47,72,0,398,0,2,0,104,3,19,196,17,0,21,0,0,15
8598,Ano Comum,60,1003,2,13,0,0,9,77,3,7,38,0,0,5,3,55,3,61,8,0,0,3,0,0,17,18,0,80,0,0,0,15,0,2,54,11,1,5,0,0,14
8599,Ano Comum,61,2564,2,2,0,0,0,15,2,1,12,0,0,0,2,7,0,6,1,0,0,3,0,0,3,0,0,27,0,0,0,2,0,1,11,0,0,0,0,0,2
8600,Ano Comum,62,701,2,10,0,0,0,54,0,1,25,0,0,3,1,28,2,38,11,0,0,4,0,0,17,6,0,48,0,2,0,7,5,7,36,5,2,17,0,0,12
8601,Ano Comum,63,819,2,1,0,0,3,35,1,0,11,0,0,0,0,2,2,11,0,0,0,0,0,0,1,2,0,34,0,1,0,0,8,8,27,2,0,6,0,0,1
8602,Ano Comum,64,352,2,7,0,0,3,197,9,7,50,0,0,9,2,54,9,144,11,0,0,8,0,0,19,29,0,106,0,4,0,18,4,31,154,10,1,21,0,0,8
8603,Ano Comum,65,5798,2,1,0,0,1,50,1,4,20,0,0,1,2,9,0,7,2,0,0,3,0,0,3,5,0,88,0,2,0,8,8,6,57,13,0,12,0,0,1
8604,Ano Comum,66,1694,2,9,0,0,4,49,2,3,8,0,0,0,0,8,0,10,3,0,0,1,0,0,4,6,0,54,0,0,0,9,3,11,36,7,1,3,1,0,10
8605,Ano Comum,71,5759,3,13,0,0,4,53,3,6,33,0,0,10,4,13,6,33,14,0,0,3,0,0,6,14,0,106,0,2,0,15,10,13,51,3,0,10,0,0,13
8606,Ano Comum,72,673,4,7,0,0,2,77,6,5,34,0,0,14,1,36,11,104,5,0,0,4,0,0,7,28,0,120,0,2,0,32,5,25,117,5,2,12,0,0,9
8607,Ano Comum,73,171,4,7,0,0,5,40,0,3,32,0,0,14,0,26,3,104,14,0,0,8,0,0,10,20,0,99,0,4,0,10,3,30,58,6,2,3,0,0,9
8608,Ano Comum,74,565,4,11,0,0,3,106,6,5,37,0,0,10,3,40,4,168,20,0,0,5,0,0,13,24,0,200,0,1,0,22,10,10,107,2,2,21,0,0,13
8609,Ano Comum,75,1069,4,3,0,0,1,54,4,0,19,0,0,4,1,16,1,40,6,0,0,1,0,0,6,4,0,50,0,1,0,3,2,5,61,5,0,8,0,0,3
8610,Ano Comum,76,94,4,2,0,0,1,55,1,7,47,1,0,6,0,24,2,128,35,0,0,21,1,0,27,44,0,253,0,8,0,59,4,11,60,4,0,2,0,0,2
8611,Ano Comum,77,75,4,0,0,0,1,24,0,0,18,1,0,5,2,20,0,98,18,0,0,13,0,0,13,75,0,187,0,0,0,28,3,9,36,0,0,1,0,0,0
8612,Ano Comum,78,189,4,3,0,0,5,43,4,0,19,0,0,8,2,21,0,44,17,0,0,6,0,0,7,34,0,71,0,1,0,4,7,5,40,1,0,3,0,0,3
8613,Ano Comum,79,33,4,0,0,0,1,37,2,3,26,1,0,3,6,5,0,18,6,0,0,0,0,0,5,13,0,46,0,0,0,6,0,4,30,4,2,5,0,0,2
8614,Ano Comum,81,646,4,0,0,0,6,41,2,2,21,0,0,8,10,18,0,22,2,1,0,3,0,0,8,4,0,93,0,5,1,18,4,4,46,5,0,1,0,0,0
8615,Ano Comum,82,3626,4,2,0,1,1,35,5,6,22,0,0,4,3,5,1,19,3,0,0,1,0,0,6,12,0,75,0,0,0,3,3,6,35,2,0,3,0,0,3
8616,Ano Comum,88,579,3,0,0,0,2,50,2,0,10,2,0,0,0,1,1,2,0,0,0,0,0,0,3,2,0,35,0,0,0,5,15,6,25,2,0,3,0,0,0
8617,Ano Comum,89,10952,3,3,0,0,5,44,0,0,26,0,0,2,0,0,0,20,1,0,0,0,0,0,2,10,0,104,0,0,0,10,15,8,86,4,0,3,0,0,3
8618,Ano Comum,90,5472,3,4,0,0,3,45,2,1,29,1,0,1,0,3,2,6,0,0,0,0,0,0,1,1,0,75,0,0,0,11,18,9,44,5,0,3,0,0,4
8619,Ano Comum,91,13048,3,1,0,1,0,39,2,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,36,0,1,0,7,6,15,28,4,0,5,0,0,2
8620,Ano Comum,92,4783,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0
8621,Ano Comum,93,1825,3,2,1,0,5,92,7,7,54,0,0,3,0,5,2,27,0,0,0,2,0,0,2,36,0,138,0,2,0,24,12,23,101,3,0,4,0,0,3
8622,Ano Comum,94,5054,3,0,0,0,1,13,0,0,9,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,2,3,2,11,0,0,1,0,0,0
8623,Ano Comum,95,5381,3,0,0,0,1,15,0,1,9,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,22,0,0,0,4,1,1,19,3,0,9,0,0,0
8624,Ano Comum,96,608,3,0,0,0,1,13,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,17,0,0,0,3,2,5,17,3,0,0,0,0,0
8625,Ano Comum,97,97,3,0,0,0,0,6,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,9,0,0,12,0,0,0
8626,Ano Comum,98,1329,3,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,10,1,0,0,0,0,0
8627,Ano Comum,99,2451,3,0,0,0,0,17,0,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,38,0,0,0,0,6,4,11,1,0,1,0,0,0
8628,Ano Comum,100,3368,3,2,0,0,1,4,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,5,1,2,5,0,0,0,0,0,2
8629,Ano Comum,101,765,3,0,0,0,0,7,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,3,1,15,0,0,1,0,0,0
8630,Ano Comum,104,2204,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,5,7,0,0,1,0,0,0
8631,Ano Comum,105,3147,3,1,0,0,2,47,5,1,21,0,0,2,0,3,1,7,0,0,0,1,0,0,3,21,0,120,0,0,0,52,9,20,32,3,0,11,0,0,1
8632,Ano Comum,106,4811,3,1,0,0,3,21,1,1,8,1,0,1,1,2,0,0,0,0,0,2,0,0,0,4,0,39,0,0,0,5,4,3,21,4,2,2,0,0,3
8633,Ano Comum,107,5805,3,0,0,0,1,16,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,2,3,15,0,0,3,0,0,0
8634,Ano Comum,108,5439,3,3,0,0,0,42,5,2,22,2,0,2,0,0,3,2,0,0,0,0,0,0,0,2,0,48,0,1,0,5,5,8,61,1,0,5,0,0,3
8635,Ano Comum,109,5417,3,0,0,0,1,5,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,1,2,2,0,0,2,0,0,0
8636,Ano Comum,110,7706,3,0,0,0,1,63,0,1,26,0,0,1,0,0,1,5,0,0,0,0,0,0,2,22,0,94,0,1,0,17,15,7,77,4,0,16,0,0,0
8637,Ano Comum,111,3955,3,0,0,0,0,10,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,1,0,0,0
8638,Ano Comum,112,3219,3,0,0,0,0,12,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,4,0,0,0,0,0,0
8639,Ano Comum,118,638,3,7,0,0,1,35,4,6,26,0,0,3,1,7,1,11,0,0,0,0,0,0,6,3,0,49,0,0,0,12,7,7,25,3,0,3,0,0,7
8640,Ano Comum,119,4565,3,0,0,0,1,11,0,2,13,0,0,1,0,3,0,2,2,0,0,1,0,0,0,4,0,24,0,0,0,3,2,5,7,0,0,1,0,0,0
8641,Ano Comum,120,9375,3,0,0,0,2,10,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,2,0,4,3,0,0,6,0,0,0
8642,Ano Comum,121,4608,3,0,0,0,0,22,0,0,19,1,0,0,3,1,1,1,0,0,0,0,0,0,0,2,0,13,0,0,0,1,2,1,23,0,0,4,0,0,0
8643,Ano Comum,122,3473,3,1,0,0,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,7,0,0,0,1,0,2,10,0,0,0,0,0,1
8644,Ano Comum,123,12168,3,8,0,0,3,78,5,11,79,4,0,3,2,30,3,47,13,0,0,10,0,0,12,56,0,161,0,3,0,18,10,11,65,8,1,12,0,0,9
8645,Ano Comum,124,3536,3,1,0,0,1,43,4,3,26,3,0,0,1,2,1,4,0,0,0,1,0,0,1,4,0,41,0,0,0,8,7,5,51,0,0,7,0,0,1
8646,Ano Comum,125,3328,3,3,0,0,1,39,4,1,24,0,0,3,1,0,1,8,0,0,0,2,0,0,0,2,0,62,0,0,0,8,4,7,19,0,0,6,0,0,3
8647,Ano Comum,126,5707,3,10,0,0,1,118,6,6,46,0,0,7,1,5,0,40,0,0,0,4,1,0,15,15,0,215,0,2,0,23,22,12,142,5,0,10,0,0,10
8648,Ano Comum,127,703,3,2,0,0,0,26,0,1,9,0,0,1,0,0,0,4,0,0,0,0,0,0,1,2,0,48,0,0,0,7,4,2,21,1,0,3,0,0,2
8649,Ano Comum,128,229,3,2,0,0,0,45,2,0,36,0,0,2,1,5,1,27,2,0,0,2,0,0,2,23,0,113,0,3,0,24,3,6,46,6,0,9,0,0,2
8650,Ano Comum,129,519,3,4,0,0,0,8,0,1,14,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,27,0,0,0,2,1,3,5,1,0,1,0,0,4
8651,Ano Comum,130,1021,3,0,0,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0
8652,Ano Comum,134,2665,3,10,0,0,9,78,5,6,92,0,0,7,1,9,5,64,2,0,0,3,0,0,7,33,0,169,0,1,0,37,23,17,62,2,0,25,0,0,10
8653,Ano Comum,135,4313,3,2,0,0,0,15,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,1,2,4,10,0,0,6,0,0,2
8654,Ano Comum,136,698,3,0,0,0,1,20,1,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,40,0,0,0,1,4,4,17,0,0,2,0,0,0
8655,Ano Comum,137,3045,3,0,0,0,1,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,7,5,7,0,0,1,0,0,0
8656,Ano Comum,138,250,3,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0
8657,Ano Comum,139,302,3,0,0,0,1,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,4,5,2,0,0,2,0,0,0
8658,Ano Comum,140,5768,3,0,0,0,2,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,1,8,0,0,1,0,0,0
8659,Ano Comum,141,10316,3,0,0,0,0,12,0,1,6,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,0,17,0,0,0,0,2,2,10,0,0,4,0,0,0
8660,Ano Comum,142,5617,3,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
8661,Ano Comum,143,21741,3,1,0,0,6,28,1,0,20,0,0,1,2,0,0,2,0,0,0,0,0,0,0,10,0,46,0,0,0,11,23,6,24,1,0,9,0,0,1
8662,Ano Comum,144,5988,3,0,0,0,0,14,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,5,3,3,12,0,0,0,0,0,0
8663,Ano Comum,145,455,3,0,0,0,0,20,0,2,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,1,0,5,5,3,13,2,0,3,0,0,0
8664,Ano Comum,146,13617,3,4,0,0,8,63,2,1,35,1,0,3,1,2,2,19,13,0,0,2,0,0,5,3,0,37,0,0,0,2,18,1,54,7,0,12,0,0,4
8665,Ano Comum,147,11224,3,0,0,0,0,18,3,1,27,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,32,0,2,0,4,2,1,24,4,0,1,0,0,0
8666,Ano Comum,151,9334,3,3,0,0,3,101,3,7,48,0,0,2,2,1,2,11,0,0,0,5,0,0,0,9,0,86,0,5,0,17,16,9,92,7,0,16,0,0,3
8667,Ano Comum,152,3751,3,0,0,0,0,6,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,0,1,0,0,0
8668,Ano Comum,153,7493,3,0,0,0,0,9,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,4,3,0,0,1,0,0,0
8669,Ano Comum,154,1941,3,0,0,0,0,19,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,13,0,0,0,0,9,3,11,0,0,0,0,0,0
8670,Ano Comum,155,3979,3,0,0,0,1,7,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,1,0,0,0
8671,Ano Comum,156,8148,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,5,0,0,0,0,0,0
8672,Ano Comum,157,5898,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,3,0,0,0
